img_name,question
xmlab102/source.jpg,"Which is the biggest in this image,lung,liver or heart?"
xmlab269/source.jpg,Does the picture contain lung?
xmlab274/source.jpg,Does the picture contain heart?
xmlab428/source.jpg,Is there small bowel in this image?
xmlab367/source.jpg,Can pneumonia be observed on the upper right lung in this picture?
xmlab90/source.jpg,Does the picture contain lung?
xmlab405/source.jpg,Is this a CT?
xmlab473/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab208/source.jpg,Does the picture contain heart?
xmlab299/source.jpg,Is/Are there abnormalities in the patient's right lung?
xmlab135/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab374/source.jpg,Is this a study of the neck?
xmlab90/source.jpg,Is the lung healthy?
xmlab252/source.jpg,Does the picture contain liver?
xmlab338/source.jpg,"Which plane is the image scanned, transverse plane or coronal plane?"
xmlab561/source.jpg,Does the picture contain colon?
xmlab93/source.jpg,Does the picture contain heart?
xmlab235/source.jpg,Does the picture contain lung?
xmlab573/source.jpg,"Which is bigger in this image,liver or stomach?"
xmlab312/source.jpg,Can atelectasis be observed on the lower left lung in this picture?
xmlab506/source.jpg,Is this a study of the chest?
xmlab269/source.jpg,Does the picture contain spleen?
xmlab234/source.jpg,Does the picture contain spleen?
xmlab350/source.jpg,Can pneumothorax be observed on the lower right lung in this picture?
xmlab93/source.jpg,Does the picture contain heart?
xmlab573/source.jpg,Does the picture contain eyes?
xmlab219/source.jpg,Does this image look normal?
xmlab250/source.jpg,Does the picture contain lung?
xmlab401/source.jpg,Do the organs in the image exist in the head?
xmlab471/source.jpg,Is this a coronal section?
xmlab85/source.jpg,"Which is the biggest in this image,lung,liver or heart?"
xmlab24/source.jpg,Does the picture contain liver?
xmlab269/source.jpg,Does the picture contain kidney?
xmlab24/source.jpg,Does the picture contain kidney?
xmlab264/source.jpg,Does the picture contain kidney?
xmlab604/source.jpg,Does the parotid appear in the image?
xmlab274/source.jpg,Does the picture contain spleen?
xmlab82/source.jpg,Does the picture contain heart?
xmlab344/source.jpg,Does the patient have any abnormalities?
xmlab361/source.jpg,Can nodule be observed on the lower right lung in this picture?
xmlab385/source.jpg,Is this image taken via X-Ray?
xmlab628/source.jpg,Does the rectum exist in this picture?
xmlab93/source.jpg,Does the picture contain lung?
xmlab208/source.jpg,Does the picture contain spleen?
xmlab13/source.jpg,Does the picture contain kidney?
xmlab557/source.jpg,"Which is smaller in this image, liver or right kidney?"
xmlab93/source.jpg,Does the picture contain heart?
xmlab447/source.jpg,Is the tumor enhancing?
xmlab25/source.jpg,Does the picture contain kidney?
xmlab498/source.jpg,Is this sagittal plane?
xmlab219/source.jpg,"Which is the biggest in this image, lung,heart or liver?"
xmlab224/source.jpg,Does the picture contain spleen?
xmlab407/source.jpg,Does the picture contain mandible?
xmlab561/source.jpg,Does the humerus head exist in this picture?
xmlab93/source.jpg,Does the picture contain lung?
xmlab58/source.jpg,Does the picture contain brian?
xmlab320/source.jpg,Do the organs in the image exist in the abdomen?
xmlab378/source.jpg,Is/Are there abnormalities in the patient's left lung?
xmlab344/source.jpg,Can nodule be observed on the upper right lung in this picture?
xmlab578/source.jpg,"Which is the biggest in this image, spleen, heart or liver?"
xmlab53/source.jpg,Does the picture contain brian?
xmlab386/source.jpg,Is this a study of the pelvic cavity?
xmlab350/source.jpg,Is the lung normal appearing?
xmlab329/source.jpg,Does the lung look abnormal?
xmlab224/source.jpg,Does the picture contain heart?
xmlab436/source.jpg,Is this a CT scan?
xmlab93/source.jpg,Does the picture contain lung?
xmlab312/source.jpg,Is this a coronal section?
xmlab386/source.jpg,Do the organs in the image exist in the chest?
xmlab543/source.jpg,Is this a study of the abdomen?
xmlab93/source.jpg,Does the picture contain heart?
xmlab329/source.jpg,Is this sagittal plane?
xmlab427/source.jpg,Does the trachea exist in this picture?
xmlab538/source.jpg,Does the stomach appear in the image?
xmlab93/source.jpg,Does the picture contain heart?
xmlab538/source.jpg,Does the stomach appear in the image?
xmlab24/source.jpg,Does the picture contain spleen?
xmlab427/source.jpg,Is there an esophagus in this image?
xmlab93/source.jpg,Does the picture contain heart?
xmlab350/source.jpg,Is this an MRI scan?
xmlab159/source.jpg,Is the lung healthy?
xmlab219/source.jpg,Does the picture contain kidney?
xmlab578/source.jpg,Does the esophagus exist in this picture?
xmlab90/source.jpg,Does the picture contain liver?
xmlab436/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab269/source.jpg,Does the picture contain liver?
xmlab82/source.jpg,Does the picture contain lung?
xmlab49/source.jpg,Does the brain look abnormal?
xmlab374/source.jpg,Is this a coronal plane?
xmlab554/source.jpg,Does the picture contain brain stem?
xmlab93/source.jpg,Does the picture contain lung?
xmlab442/source.jpg,Is the brain healthy?
xmlab474/source.jpg,Is this a T1 weighted or T2 weighted MRI image?
xmlab447/source.jpg,"Which hemisphere is abnormal,left or right?"
xmlab147/source.jpg,Is the lung healthy?
xmlab361/source.jpg,Is the lung healthy?
xmlab93/source.jpg,Does the picture contain heart?
xmlab378/source.jpg,Is this a transverse plane?
xmlab58/source.jpg,Is the brain healthy?
xmlab338/source.jpg,Is the lung normal appearing?
xmlab85/source.jpg,Does the picture contain lung?
xmlab219/source.jpg,Does the picture contain liver?
xmlab529/source.jpg,Do the organs in the image exist in the neck?
xmlab429/source.jpg,Is this an MRI scan?
xmlab93/source.jpg,Does the picture contain heart?
xmlab312/source.jpg,Is this a study of the neck?
xmlab224/source.jpg,Does the picture contain lung?
xmlab253/source.jpg,Does the picture contain spleen?
xmlab82/source.jpg,Does the picture contain lung?
xmlab93/source.jpg,Does the picture contain lung?
xmlab159/source.jpg,Does this image look normal?
xmlab93/source.jpg,Does the picture contain heart?
xmlab580/source.jpg,Does the picture contain stomach?
xmlab350/source.jpg,Is this a coronal plane?
xmlab93/source.jpg,Does the picture contain lung?
xmlab93/source.jpg,Does the picture contain heart?
xmlab320/source.jpg,"Which plane is the image scanned, transverse plane or coronal plane?"
xmlab367/source.jpg,"Which side of lung is abnormal in this image,left or right?"
xmlab160/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab93/source.jpg,Does the picture contain lung?
xmlab173/source.jpg,Are there abnormalities in this image?
xmlab586/source.jpg,Does the rectum appear in this picture?
xmlab586/source.jpg,"Which is smaller in this image,heart or esophagus?"
xmlab224/source.jpg,Does the picture contain liver?
xmlab548/source.jpg,Does the lung exist in this picture?
xmlab506/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab385/source.jpg,Is this a coronal section?
xmlab469/source.jpg,Is this a study of the head?
xmlab253/source.jpg,Does the picture contain liver?
xmlab357/source.jpg,Are there abnormalities in this image?
xmlab147/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab557/source.jpg,Does the rectum appear in this picture?
xmlab429/source.jpg,Does the picture contain spinal cord?
xmlab234/source.jpg,Does the picture contain lung?
xmlab49/source.jpg,Does the picture contain brian?
xmlab160/source.jpg,Does this image look normal?
xmlab173/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab71/source.jpg,Does the picture contain brian?
xmlab538/source.jpg,"Which is smaller in this image,liver or right kidney?"
xmlab525/source.jpg,Is this a study of the head?
xmlab90/source.jpg,Is the lung healthy?
xmlab264/source.jpg,Does the picture contain spleen?
xmlab250/source.jpg,Does the picture contain kidney?
xmlab374/source.jpg,Can pneumonia be observed on the upper right lung in this picture?
xmlab378/source.jpg,Is/Are there abnormalities in the patient's left lung?
xmlab93/source.jpg,Does the picture contain heart?
xmlab53/source.jpg,Does the picture contain brian?
xmlab219/source.jpg,Does the picture contain lung?
xmlab498/source.jpg,Is the brain enhancing tumor hyperdense or hypodense?
xmlab235/source.jpg,Does this image look normal?
xmlab252/source.jpg,Does the picture contain kidney?
xmlab573/source.jpg,Is this a transverse section?
xmlab18/source.jpg,Do the spleen look abnormal?
xmlab102/source.jpg,Does the picture contain lung?
xmlab18/source.jpg,Does the picture contain liver?
xmlab578/source.jpg,"Which is the biggest in this image, spleen, heart or liver?"
xmlab357/source.jpg,Is this a X-Ray?
xmlab580/source.jpg,Does the picture contain heart?
xmlab427/source.jpg,Do the organs in the image exist in the head?
xmlab474/source.jpg,Is this a coronal section?
xmlab622/source.jpg,Is this a study of the pelvic cavity?
xmlab468/source.jpg,Is this an MRI image with T1 weighted?
xmlab93/source.jpg,Does the picture contain lung?
xmlab250/source.jpg,Does the picture contain liver?
xmlab385/source.jpg,Does the patient have any abnormalities?
xmlab130/source.jpg,Does the lung look healthy?
xmlab269/source.jpg,Does the picture contain lung?
xmlab85/source.jpg,Does the picture contain liver?
xmlab208/source.jpg,"Which is bigger in this image, kidney or liver?"
xmlab367/source.jpg,Is this image taken via X-Ray?
xmlab525/source.jpg,Is this a study of the head?
xmlab102/source.jpg,Does the picture contain liver?
xmlab159/source.jpg,Is the lung healthy?
xmlab93/source.jpg,Does the picture contain lung?
xmlab185/source.jpg,Is the lung healthy?
xmlab311/source.jpg,Is this a study of the chest?
xmlab442/source.jpg,Is this an MRI image with T1 weighted?
xmlab468/source.jpg,Is the brain abnormal?
xmlab208/source.jpg,"Which is bigger in this image, kidney or liver?"
xmlab18/source.jpg,Does the liver look normal ?
xmlab93/source.jpg,Does the picture contain heart?
xmlab532/source.jpg,Is this image taken via MRI?
xmlab93/source.jpg,Does the picture contain heart?
xmlab378/source.jpg,Is this image taken via CT?
xmlab85/source.jpg,Does the picture contain liver?
xmlab208/source.jpg,Does the picture contain heart?
xmlab93/source.jpg,Does the picture contain lung?
xmlab474/source.jpg,Is this a T1 weighted or T2 weighted MRI image?
xmlab338/source.jpg,Can nodule be observed on the lower left lung in this picture?
xmlab224/source.jpg,Does the picture contain kidney?
xmlab274/source.jpg,Does the picture contain spleen?
xmlab304/source.jpg,Is this a transverse plane?
xmlab90/source.jpg,"Which is the biggest in this image,lung,liver or heart?"
xmlab93/source.jpg,Does the picture contain lung?
xmlab93/source.jpg,Does the picture contain lung?
xmlab93/source.jpg,Does the picture contain lung?
xmlab405/source.jpg,Does the ears exist in this picture?
xmlab474/source.jpg,Is this a coronal section?
xmlab312/source.jpg,Does the patient have any abnormalities?
xmlab148/source.jpg,Are there abnormalities in this image?
xmlab85/source.jpg,"Which is the biggest in this image,lung,liver or heart?"
xmlab250/source.jpg,"Which is bigger in this image, liver or heart?"
xmlab93/source.jpg,Does the picture contain lung?
xmlab93/source.jpg,Does the picture contain heart?
xmlab77/source.jpg,Is the brain healthy?
xmlab578/source.jpg,Does the stomach appear in the image?
xmlab586/source.jpg,"Which is smaller in this image,heart or esophagus?"
xmlab314/source.jpg,Can pneumonia be observed on the right lung in this picture?
xmlab82/source.jpg,Does the picture contain liver?
xmlab160/source.jpg,Is the lung healthy?
xmlab250/source.jpg,"Which is bigger in this image, liver or heart?"
xmlab250/source.jpg,Does the picture contain heart?
xmlab93/source.jpg,Does the picture contain lung?
xmlab436/source.jpg,Do the organs in the image exist in the head?
xmlab495/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab375/source.jpg,Can pneumonia be observed on the lower right lung in this picture?
xmlab532/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab102/source.jpg,Is the lung healthy?
xmlab13/source.jpg,Does the picture contain liver?
xmlab93/source.jpg,Does the picture contain heart?
xmlab471/source.jpg,Is this image normal?
xmlab320/source.jpg,Can cardiomegaly be observed on the heart in this picture?
xmlab93/source.jpg,Does the picture contain lung?
xmlab532/source.jpg,Is this image taken via MRI?
xmlab235/source.jpg,Does the picture contain spleen?
xmlab350/source.jpg,Can pneumothorax be observed on the lower right lung in this picture?
xmlab264/source.jpg,Does the picture contain heart?
xmlab85/source.jpg,Does the picture contain lung?
xmlab580/source.jpg,Is this a study of the abdomen?
xmlab357/source.jpg,Can pneumothorax be observed on the lower left lung in this picture?
xmlab169/source.jpg,Is the lung healthy?
xmlab253/source.jpg,Does the picture contain lung?
xmlab90/source.jpg,Does the picture contain heart?
xmlab483/source.jpg,Is this image taken via MRI?
xmlab312/source.jpg,Is this a coronal section?
xmlab85/source.jpg,Does the lung look healthy?
xmlab473/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab314/source.jpg,Does the lung look abnormal?
xmlab234/source.jpg,Does the picture contain liver?
xmlab18/source.jpg,Does the picture contain spleen?
xmlab219/source.jpg,Does the picture contain heart?
xmlab160/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab82/source.jpg,Is the lung healthy?
xmlab483/source.jpg,"Which lobe is abnormal,left or right?"
xmlab429/source.jpg,Is this a transverse section?
xmlab93/source.jpg,Does the picture contain heart?
xmlab367/source.jpg,Are there abnormalities in this image?
xmlab311/source.jpg,Is this a transverse plane?
xmlab103/source.jpg,"Which is the biggest in this image,lung,liver or heart?"
xmlab385/source.jpg,Does the lung look abnormal?
xmlab543/source.jpg,Does the trachea exist in this picture?
xmlab169/source.jpg,Does this image look normal?
xmlab513/source.jpg,Do the organs in the image exist in the head?
xmlab407/source.jpg,Is this a study of the abdomen?
xmlab580/source.jpg,"Where is the heart in this image,left,top or upper left?"
xmlab311/source.jpg,Is the lung abnormal?
xmlab529/source.jpg,Is this an MRI scan?
xmlab548/source.jpg,Does the larynx appear in the image?
xmlab24/source.jpg,Does the picture contain kidney?
xmlab532/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab250/source.jpg,Does the picture contain lung?
xmlab506/source.jpg,Does the patient have brain tumor?
xmlab447/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?"
xmlab105/source.jpg,Does the picture contain lung?
xmlab274/source.jpg,Does the picture contain kidney?
xmlab513/source.jpg,Is this a CT?
xmlab357/source.jpg,Can pneumothorax be observed on the lower left lung in this picture?
xmlab274/source.jpg,Does the picture contain heart?
xmlab90/source.jpg,"Which is the biggest in this image,lung,liver or heart?"
xmlab49/source.jpg,Does the picture contain brian?
xmlab468/source.jpg,Do the organs in the image exist in the chest?
xmlab427/source.jpg,Do the organs in the image exist in the head?
xmlab469/source.jpg,Is this a T1 weighted or T2 weighted MRI image?
xmlab483/source.jpg,Is this image taken via MRI?
xmlab208/source.jpg,Is the liver healthy?
xmlab427/source.jpg,Does the trachea exist in this picture?
xmlab314/source.jpg,"Which side of lung is abnormal in this image,left or right?"
xmlab82/source.jpg,"Which is the biggest in this image,lung,liver or heart?"
xmlab269/source.jpg,Does the picture contain heart?
xmlab386/source.jpg,Is this a study of the abdomen?
xmlab82/source.jpg,Is the lung healthy?
xmlab578/source.jpg,Does the esophagus exist in this picture?
xmlab71/source.jpg,Is the brain healthy?
xmlab429/source.jpg,Are/Is there kidneys in the picture?
xmlab93/source.jpg,Does the picture contain heart?
xmlab93/source.jpg,Does the picture contain heart?
xmlab93/source.jpg,Does the picture contain heart?
xmlab93/source.jpg,Does the picture contain lung?
xmlab224/source.jpg,Does the picture contain lung?
xmlab148/source.jpg,Are there abnormalities in this image?
xmlab224/source.jpg,Does the picture contain liver?
xmlab350/source.jpg,Is the lung normal appearing?
xmlab508/source.jpg,Is this a study of the abdomen?
xmlab299/source.jpg,Is this image normal?
xmlab442/source.jpg,Is this a coronal section?
xmlab304/source.jpg,Is/Are there abnormalities in the patient's right lung?
xmlab401/source.jpg,Is this a study of the abdomen?
xmlab93/source.jpg,Does the picture contain heart?
xmlab252/source.jpg,Does the picture contain heart?
xmlab142/source.jpg,Are there abnormalities in this image?
xmlab93/source.jpg,Does the picture contain lung?
xmlab378/source.jpg,Is this a transverse plane?
xmlab185/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab529/source.jpg,Is the brain normal appearing?
xmlab93/source.jpg,Does the picture contain lung?
xmlab586/source.jpg,Does the rectum appear in this picture?
xmlab429/source.jpg,Is this a transverse section?
xmlab495/source.jpg,Is/Are there abnormalities in the patient's left brain lobe?
xmlab374/source.jpg,Does the lung look abnormal?
xmlab235/source.jpg,"Which is bigger in this image, liver or spleen?"
xmlab250/source.jpg,Does this image look normal?
xmlab234/source.jpg,Does the picture contain heart?
xmlab105/source.jpg,Is the lung healthy?
xmlab234/source.jpg,Does this image look normal?
xmlab93/source.jpg,Does the picture contain heart?
xmlab208/source.jpg,Does the picture contain kidney?
xmlab235/source.jpg,Does the picture contain kidney?
xmlab580/source.jpg,"Which is smaller in this image, esophagus or liver?"
xmlab557/source.jpg,Does the picture contain heart?
xmlab93/source.jpg,Does the picture contain heart?
xmlab329/source.jpg,Can pulmonary infiltration be observed on the upper right lung in this picture?
xmlab93/source.jpg,Does the picture contain lung?
xmlab152/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab350/source.jpg,Is this a coronal plane?
xmlab483/source.jpg,"Which lobe is abnormal,left or right?"
xmlab473/source.jpg,Is this a transverse section?
xmlab93/source.jpg,Does the picture contain lung?
xmlab629/source.jpg,Is there colon in the image?
xmlab135/source.jpg,Are there abnormalities in this image?
xmlab159/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab274/source.jpg,Does the picture contain kidney?
xmlab25/source.jpg,Does the picture contain kidney?
xmlab25/source.jpg,Does the picture contain spleen?
xmlab385/source.jpg,Is this a coronal section?
xmlab252/source.jpg,Does the picture contain spleen?
xmlab320/source.jpg,"Which plane is the image scanned, transverse plane or coronal plane?"
xmlab586/source.jpg,Does the picture contain spinal cord?
xmlab148/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab436/source.jpg,"Which hemisphere is abnormal,left or right?"
xmlab77/source.jpg,Does the picture contain brian?
xmlab344/source.jpg,"Which plane is the image scanned, transverse plane or coronal plane?"
xmlab473/source.jpg,Is the abnormality hyperdense or hypodense?
xmlab580/source.jpg,"Where is the heart in this image,left,top or upper left?"
xmlab25/source.jpg,Does the picture contain liver?
xmlab375/source.jpg,Is this a transverse section?
xmlab385/source.jpg,Can effusion be observed on the lower left lung in this picture?
xmlab543/source.jpg,"Which is smaller in this image,liver or lung?"
xmlab93/source.jpg,Does the picture contain lung?
xmlab147/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab250/source.jpg,Does the picture contain liver?
xmlab85/source.jpg,Does the picture contain heart?
xmlab473/source.jpg,Is this a study of the neck?
xmlab124/source.jpg,"Which organ is abnormal, heart or lung?"
xmlab561/source.jpg,"Which is smaller in this image, spleen or kidney?"
xmlab525/source.jpg,Is this an MRI image with T2 weighted?
xmlab604/source.jpg,Does the picture contain bladder?
xmlab469/source.jpg,Is this a coronal section?
xmlab361/source.jpg,Is this image taken via X-Ray?
xmlab428/source.jpg,Is this a CT?
xmlab473/source.jpg,Is the abnormality hyperdense or hypodense?
xmlab361/source.jpg,Is the lung healthy?
xmlab407/source.jpg,Does the parotid appear in the image?
xmlab234/source.jpg,Does the picture contain kidney?
xmlab250/source.jpg,Does the picture contain spleen?
xmlab622/source.jpg,Does the picture contain colon?
xmlab605/source.jpg,Does the picture contain bladder?
xmlab471/source.jpg,Is this a T1 weighted or T2 weighted MRI image?
xmlab554/source.jpg,"Which is smaller in this image,kidney or small bowel?"
xmlab578/source.jpg,Does the stomach appear in the image?
xmlab185/source.jpg,Does this image look abnormal?
xmlab401/source.jpg,Is this sagittal plane?
PMC8421267_figS3.jpg, What is shown in the confocal micrographs? 
PMC8670052_Fig4.jpg,Which of the postoperative X-ray images of case 1 provides the clearest view of the pubic symphysis? 
PMC8423281_pone.0257148.g004.jpg, What is the purpose of the black and white brackets in the figure? 
PMC8669778_f5.jpg, What do images A and B show in common? 
PMC8432183_jcm-10-03889-f006.jpg,What type of MRI images are shown? 
PMC8445853_FIG3.jpg,Which view shows the lateral aspect of the left great toe? 
PMC8439402_FIG1.jpg, What imaging modality was used? 
PMC8446090_Fig2.jpg, What is the gender of the patient whose images are shown? 
PMC8931274_F1.jpg,What was enlarged in the patient¡¯s pulmonary artery? 
PMC8434150_polymers-13-03002-f002.jpg, What is represented by the orange mask in image (D)? 
PMC8447040_resp14101-fig-0001.jpg, Which view is image A photographed from? 
PMC8433493_FIG2.jpg, Which imaging modality was used to obtain the diagnostic information? 
PMC8447985_F1.jpg, What is the appearance of the lesion on T2-weighted MRI images? 
PMC8432110_jcm-10-03877-f003.jpg, What is shown in the images after implantation of an annular ring? 
PMC8931818_f2.jpg, What is the abnormality in the left ICA in Image A? 
PMC8442796_FIG1.jpg, What type of imaging was performed? 
PMC8684306_FIG1.jpg,What did the corkscrew vessels indicate in Case 1? 
PMC8666502_f0010.jpg, What was the imaging technique used? 
PMC8448995_fig3.jpg, How many mass lesions are present in the left breast? 
PMC8422719_Fig3.jpg, What was the appearance of the boundary of the mass on the unenhanced CT scan? 
PMC8679632_fig1.jpg, What is the probable cause of the pseudonodular retractile consolidation shown on CT? 
PMC8922844_Fig1.jpg,Which side of the lumbar curve was the anterior vertebral autofusion found in the image? 
PMC8447985_F6.jpg, What is the signal intensity of the lesion on the T2-weighted image? 
PMC8419459_f1.jpg, Which of the following statements about image C is true? 
PMC8449362_fig01.jpg, What is seen in the cytoplasm? 
PMC8929473_FIG1.jpg,What view is shown in the preoperative maxillary occlusal view? 
PMC8426381_Fig3.jpg, What is the yellow dotted line in (d)? 
PMC8431353_cancers-13-04321-f002.jpg,What imaging modality was used to identify the lesion? 
PMC8668971_Fig1.jpg, Which grade of glioma is shown in Row-3? 
PMC8675736_pone.0252929.g002.jpg, What type of animal was used for the radiographs? 
PMC8449567_F1.jpg, Which lung lobes are affected based on the HRCT thorax image? 
PMC8454032_Fig3.jpg,What endoscopic finding was revealed during magnifying narrow band imaging endoscopy? 
PMC8434150_polymers-13-03002-f004.jpg, What does the yellow volume in the image represent? 
PMC8431084_ijms-22-09250-f002.jpg,In what plane were the images acquired? 
PMC8416430_F4.jpg, What does the red arrow indicate in the fluorescence microscopy image? 
PMC8416307_F4.jpg, What type of observations were made? 
PMC8666433_Fig2.jpg, Which images show a highly magnified view of the LIPSS? 
PMC8435785_f9.jpg,What phase imaging was used to evaluate the blood supply to the tumor? 
PMC8426228_Fig4.jpg," What do the green, red, black, and blue lines in the signal intensity curves refer to? "
PMC8452573_Fig1.jpg,What type of imaging modality was used to obtain the images? 
PMC8671271_Fig2.jpg, What are the two conditions shown in the superimposed outlines of the limb? 
PMC8451534_FIG1.jpg, What do the abbreviations H and F stand for in the image? 
PMC8920698_fig1.jpg, What is the appearance of the adjacent fat? 
PMC8157177_materials-14-02584-f001.jpg, What is the name of the compound represented in image (b)? 
PMC8669669_Fig2.jpg, What is depicted in the middle panels of the vessel imaging sequence? 
PMC8429611_f2.jpg,Which MRI view shows a slice from top-bottom orientation of the body in the image set? 
PMC8665721_ccr35152-fig-0001.jpg,Which direction is the arrow pointing in the CT scan? 
PMC8430648_ijerph-18-09169-f0A7.jpg, What is the name of the nucleus we are looking at in the image? 
PMC8918556_F1.jpg,What part of the body is imaged in the study? 
PMC8670985_F3.jpg,What are the rows 2-5 showing in the represented patient? 
PMC8432490_materials-14-04777-f007.jpg, Which part of the scaffolds were shown in the images? 
PMC8160291_F3.jpg,What is the diagnosis of the patient in the image? 
PMC8435726_f2.jpg, What is the primary lesion revealed in the MIP image? 
PMC8421501_Fig8.jpg, What imaging technique is shown in panel b? 
PMC8676056_FIG3.jpg, What is the primary type of imaging used to capture the image? 
PMC8421772_F1.jpg, What is the nature of the nodule seen in the left lateral thoracic radiograph? 
PMC8427251_fig2.jpg,Which technique was used to take the X-ray shown in Figure 1? 
PMC8432941_F10.jpg, What does figure B depict? 
PMC8435210_FIG3.jpg, What is the position of the stomach in the computed tomography images? 
PMC8421372_Fig2.jpg,What does the blue vertical line on the graph in (v) indicate? 
PMC8420071_Fig3.jpg, What type of coagulation was observed in case 3? 
PMC8423483_FIG1.jpg, What was the location of the breast lesion seen in the MRI? 
PMC8419427_F10.jpg, Which panel shows the traced result by the proposed method in a different 3D view? 
PMC8446197_F1.jpg, What does the right image show?
PMC8452862_F3.jpg, In which imaging modality was the "owls eye" sign most prominently demonstrated? 
PMC8667971_F2.jpg, What is the ADI in image C? 
PMC8923044_FIG1.jpg,What is shown in figure F? 
PMC8432497_jcm-10-04017-f004.jpg, What was the result of the WB-PET/MRI? 
PMC8161371_diagnostics-11-00906-f006.jpg, What color outlines the left multifidus muscle in the image? 
PMC8432417_FIG1.jpg,What is the term for the medical imaging technique used in this case? 
PMC8416255_F1.jpg,What is the position of the patient in the X-ray? 
PMC8448263_FIG2.jpg, What did the repeat CXR show? 
PMC8918634_JDS-23-76-g002.tif.jpg, What color represents the lesion on pre-operative Magnetic Resonance Imaging? 
PMC8930837_F1.jpg,What does a thin-target sign represent? 
PMC8930495_tca14339-fig-0001.jpg, What was detected in the stalked elevated lesion? 
PMC8452227_FIG7.jpg, What type of MRI is being shown? 
PMC8451521_FIG3.jpg, Which type of imaging is used in (a)? 
PMC8667249_F2.jpg, Which radiograph shows the condition immediately after the surgery? 
PMC8429737_Fig1.jpg, What does the red area correspond to? 
PMC8432416_FIG2.jpg, What was the finding in the left transverse sinus in Case 2? 
PMC8437081_FIG2.jpg, What structure was shown in image c as falling to the left? 
PMC8422256_FIG5.jpg,What is the name of the condition depicted in the photo? 
PMC8432505_jcm-10-03987-f005.jpg, Which type of scan is shown in image B? 
PMC8676690_F0003.jpg,What type of joint is present between the bones of the finger shown in the radiograph? 
PMC8440875_F1.jpg,What type of effusion was detected in the second finding? 
PMC8443516_Fig5.jpg, What is the imaging technique used to show the status of bone regeneration in the four groups? 
PMC8667231_F1.jpg, What did the T2 weighted MRI coronal image show? 
PMC8421292_Fig2.jpg, Which cavities were removed from the volume rendering? 
PMC8927030_F3.jpg,What did the MRI show involving the right iliac bone? 
PMC8426375_Fig6.jpg, What is being measured in the spectrogram in image (h)? 
PMC8424505_f0010.jpg,What can we infer from the MRI image? 
